usuario_id;idade;renda_mensal;curso;periodo_curso;ano_curso;tem_veiculo;prefere_republica;data_cadastro;origem_cidade;recebe_auxilio_familia
854;20;1772,29;Arquitetura;Matutino;3;True;True;2024-02-09;Interior Estado;True
855;24;831,93;Engenharia;Noturno;4;False;True;2024-06-11;Interior Estado;False
856;26;1457,0;Ciência da Computação;Matutino;2;False;True;2024-10-29;Outro Estado;True
857;20;1634,85;Psicologia;Matutino;3;False;True;2024-02-19;Outro Estado;True
858;21;1916,73;Direito;Matutino;2;True;False;2024-03-12;Outro Estado;True
859;20;1772,84;Outros;Matutino;3;True;False;2024-05-09;Mesma Cidade;True
860;18;1684,37;Psicologia;Matutino;5;False;True;2024-07-10;Interior Estado;True
861;23;1580,68;Engenharia;Noturno;4;False;True;2024-06-13;Interior Estado;True
862;26;4000,0;Engenharia;Integral;5;False;True;2024-05-29;Mesma Cidade;True
863;21;3400,49;Medicina;Integral;1;False;True;2024-08-22;Interior Estado;True
864;25;1302,6;Engenharia;Noturno;2;False;True;2024-11-17;Interior Estado;True
865;19;2553,04;Outros;Integral;1;False;True;2024-03-10;Mesma Cidade;False
866;25;800,0;Direito;Integral;2;True;True;2024-07-11;Interior Estado;True
867;25;3804,59;Engenharia;Noturno;3;False;False;2024-01-15;Interior Estado;True
868;18;800,0;Outros;Vespertino;5;False;False;2024-03-11;Mesma Cidade;False
869;27;800,0;Direito;Noturno;4;True;True;2024-04-25;Interior Estado;False
870;25;1217,42;Outros;Integral;3;False;True;2024-06-17;Mesma Cidade;True
871;23;943,33;Administração;Noturno;1;False;False;2024-11-10;Mesma Cidade;False
872;22;2038,7;Medicina;Integral;2;True;True;2024-04-20;Outro Estado;True
873;27;2227,3;Outros;Integral;4;False;True;2024-07-12;Mesma Cidade;True
874;20;800,0;Outros;Integral;3;False;False;2024-01-09;Mesma Cidade;False
875;20;800,0;Direito;Vespertino;3;False;True;2024-04-19;Interior Estado;True
876;27;3934,8;Medicina;Noturno;5;False;True;2024-04-01;Interior Estado;True
877;23;1303,06;Outros;Integral;3;True;False;2024-09-04;Interior Estado;True
878;29;972,73;Direito;Noturno;4;True;False;2024-04-25;Mesma Cidade;True
879;29;1929,21;Administração;Matutino;1;True;True;2024-07-18;Interior Estado;True
880;21;1085,86;Outros;Noturno;1;False;False;2024-12-09;Mesma Cidade;True
881;20;800,0;Administração;Matutino;3;True;True;2024-09-14;Mesma Cidade;False
882;19;986,23;Medicina;Matutino;5;False;False;2024-09-08;Mesma Cidade;True
883;29;1035,08;Outros;Integral;3;True;False;2024-11-03;Mesma Cidade;True
884;18;1968,33;Direito;Vespertino;1;False;False;2024-12-03;Outro Estado;True
885;25;921,34;Outros;Integral;3;True;True;2024-12-15;Mesma Cidade;True
886;21;1527,27;Administração;Vespertino;2;True;True;2024-11-13;Interior Estado;True
887;21;2765,34;Direito;Matutino;3;False;True;2024-08-27;Interior Estado;True
888;22;934,86;Engenharia;Noturno;2;False;True;2024-08-14;Interior Estado;False
889;29;1572,01;Medicina;Integral;5;False;True;2024-11-18;Interior Estado;True
890;25;1771,8;Arquitetura;Vespertino;1;False;True;2024-07-30;Interior Estado;True
891;22;1102,38;Ciência da Computação;Integral;2;False;True;2024-12-14;Mesma Cidade;True
892;22;3472,29;Engenharia;Noturno;1;False;True;2024-11-16;Mesma Cidade;False
893;21;800,0;Engenharia;Noturno;5;False;True;2024-08-21;Outro Estado;True
894;21;800,0;Outros;Integral;1;False;True;2024-07-20;Mesma Cidade;False
895;25;1318,16;Engenharia;Noturno;4;False;True;2024-04-03;Mesma Cidade;True
896;21;2615,06;Arquitetura;Matutino;3;False;True;2024-11-01;Mesma Cidade;False
897;29;1395,51;Direito;Vespertino;2;False;False;2024-08-15;Outro Estado;True
898;21;1548,98;Direito;Noturno;4;True;False;2024-12-22;Interior Estado;True
899;23;813,82;Arquitetura;Noturno;2;False;True;2024-12-30;Outro Estado;True
900;20;3231,66;Outros;Matutino;1;False;False;2024-06-07;Interior Estado;True
901;23;1708,84;Outros;Noturno;1;False;True;2024-02-15;Mesma Cidade;True
902;25;1669,26;Engenharia;Noturno;1;False;True;2024-05-22;Interior Estado;False
903;23;1366,14;Direito;Matutino;2;True;False;2024-10-06;Outro Estado;False
904;22;800,0;Psicologia;Noturno;5;False;False;2024-07-23;Interior Estado;True
905;19;1621,28;Direito;Integral;5;True;False;2024-04-27;Interior Estado;True
906;20;800,0;Outros;Matutino;4;True;True;2024-10-23;Mesma Cidade;True
907;19;1878,79;Psicologia;Matutino;5;False;False;2024-03-04;Interior Estado;True
908;21;800,0;Outros;Matutino;4;False;True;2024-10-15;Interior Estado;False
909;22;1402,8;Administração;Vespertino;3;True;False;2024-06-29;Outro Estado;True
910;18;1437,73;Ciência da Computação;Noturno;2;False;False;2024-10-11;Mesma Cidade;False
911;27;1975,24;Ciência da Computação;Matutino;4;False;True;2024-02-27;Mesma Cidade;False
912;20;1282,94;Psicologia;Integral;1;True;True;2024-03-18;Interior Estado;True
913;21;2621,59;Engenharia;Noturno;3;False;True;2024-09-20;Outro Estado;True
914;18;800,0;Engenharia;Matutino;2;False;True;2024-08-14;Outro Estado;True
915;21;1105,08;Direito;Integral;3;False;False;2024-03-25;Interior Estado;True
916;29;930,92;Engenharia;Matutino;2;True;True;2024-03-25;Outro Estado;False
917;26;2396,43;Administração;Matutino;5;False;True;2024-08-28;Interior Estado;True
918;17;933,87;Outros;Vespertino;4;False;False;2024-11-08;Mesma Cidade;False
919;21;1000,39;Direito;Noturno;3;False;True;2024-07-26;Interior Estado;True
920;29;2822,83;Ciência da Computação;Noturno;1;False;True;2024-12-02;Mesma Cidade;True
921;24;1901,87;Outros;Integral;3;False;False;2024-06-08;Interior Estado;True
922;20;800,0;Ciência da Computação;Noturno;5;False;True;2024-10-13;Outro Estado;True
923;17;2419,25;Ciência da Computação;Vespertino;2;False;False;2024-05-30;Mesma Cidade;False
924;21;1244,43;Engenharia;Matutino;5;True;True;2024-03-15;Mesma Cidade;True
925;17;1527,53;Administração;Integral;5;True;True;2024-06-13;Mesma Cidade;True
926;25;1539,38;Direito;Noturno;5;False;True;2024-11-01;Mesma Cidade;True
927;18;1203,71;Engenharia;Matutino;2;True;False;2024-04-21;Outro Estado;True
928;21;2901,32;Administração;Noturno;2;False;True;2024-04-15;Interior Estado;True
929;22;1794,54;Medicina;Vespertino;1;True;True;2024-06-25;Mesma Cidade;True
930;26;2841,1;Ciência da Computação;Vespertino;3;False;True;2024-10-07;Interior Estado;False
931;17;2596,85;Engenharia;Noturno;5;False;True;2024-12-09;Mesma Cidade;True
932;20;2424,58;Medicina;Noturno;1;True;True;2024-10-24;Interior Estado;True
933;18;1882,76;Outros;Noturno;2;False;True;2024-03-31;Outro Estado;True
934;20;1140,1;Outros;Integral;1;False;True;2024-09-07;Interior Estado;True
935;23;2868,74;Administração;Matutino;1;False;False;2024-10-22;Outro Estado;False
936;23;1700,1;Ciência da Computação;Noturno;4;False;True;2024-07-20;Outro Estado;True
937;28;1672,03;Direito;Integral;1;False;True;2024-09-21;Interior Estado;True
938;18;800,0;Engenharia;Vespertino;3;False;True;2024-10-31;Mesma Cidade;False
939;17;1869,33;Outros;Matutino;2;False;True;2024-08-28;Interior Estado;False
940;27;3236,04;Arquitetura;Noturno;2;True;False;2024-04-28;Mesma Cidade;False
941;18;1146,95;Direito;Matutino;2;True;True;2024-02-05;Interior Estado;True
942;25;800,0;Ciência da Computação;Matutino;5;True;False;2024-12-05;Interior Estado;False
943;19;4000,0;Administração;Integral;2;False;True;2024-03-01;Interior Estado;True
944;21;834,37;Outros;Matutino;3;False;True;2024-02-22;Mesma Cidade;False
945;25;800,0;Medicina;Integral;3;False;True;2024-05-18;Outro Estado;True
946;22;1889,26;Administração;Vespertino;4;False;False;2024-02-22;Interior Estado;False
947;23;4000,0;Medicina;Matutino;5;True;False;2024-10-12;Interior Estado;True
948;24;800,0;Arquitetura;Integral;2;False;True;2024-10-09;Outro Estado;False
949;22;1094,32;Outros;Noturno;5;False;False;2024-03-20;Outro Estado;True
950;23;1842,7;Direito;Matutino;3;True;True;2024-10-18;Mesma Cidade;True
951;18;800,0;Direito;Integral;5;False;False;2024-03-25;Outro Estado;True
952;18;3536,14;Administração;Noturno;4;False;True;2024-05-15;Interior Estado;True
953;22;800,0;Outros;Noturno;5;False;False;2024-01-16;Interior Estado;True
954;21;2129,64;Administração;Matutino;1;False;True;2024-01-27;Interior Estado;True
955;17;2174,93;Direito;Matutino;1;True;True;2024-06-03;Interior Estado;True
956;21;800,0;Ciência da Computação;Vespertino;4;False;True;2024-07-26;Mesma Cidade;True
957;19;800,0;Arquitetura;Integral;2;False;False;2024-10-17;Outro Estado;True
958;22;941,91;Ciência da Computação;Matutino;2;False;False;2024-12-04;Interior Estado;True
959;25;1356,94;Engenharia;Matutino;4;False;True;2024-01-18;Interior Estado;True
960;24;2174,16;Administração;Noturno;5;False;True;2024-11-04;Mesma Cidade;True
961;29;1747,62;Medicina;Noturno;5;False;False;2024-12-15;Interior Estado;True
962;24;4000,0;Direito;Integral;4;False;True;2024-12-08;Outro Estado;True
963;23;2600,33;Outros;Matutino;1;False;True;2024-10-09;Mesma Cidade;True
964;20;1302,11;Ciência da Computação;Matutino;4;False;True;2024-01-25;Mesma Cidade;False
965;27;4000,0;Direito;Noturno;3;False;False;2024-11-28;Outro Estado;True
966;17;2078,85;Outros;Vespertino;1;False;True;2024-07-10;Interior Estado;True
967;21;1505,73;Ciência da Computação;Matutino;2;False;True;2024-06-16;Outro Estado;True
968;21;1138,41;Administração;Noturno;3;False;True;2024-06-28;Interior Estado;True
969;20;2191,49;Medicina;Matutino;3;True;True;2024-11-08;Interior Estado;False
970;17;800,0;Direito;Matutino;5;False;True;2024-01-24;Interior Estado;True
971;20;2170,68;Outros;Integral;5;False;False;2024-12-16;Interior Estado;True
972;23;804,26;Administração;Noturno;1;False;False;2024-01-19;Interior Estado;True
973;25;1453,74;Outros;Vespertino;5;False;False;2024-03-09;Outro Estado;True
974;21;1766,61;Outros;Noturno;2;False;True;2024-10-07;Interior Estado;True
975;27;2707,61;Engenharia;Matutino;2;False;True;2024-01-20;Outro Estado;False
976;20;2036,67;Psicologia;Matutino;5;False;False;2024-07-09;Interior Estado;True
977;27;1402,94;Engenharia;Matutino;2;True;True;2024-07-21;Interior Estado;True
978;21;1718,19;Ciência da Computação;Integral;5;False;False;2024-08-11;Interior Estado;True
979;24;2573,69;Outros;Vespertino;5;False;False;2024-08-16;Mesma Cidade;True
980;20;4000,0;Ciência da Computação;Vespertino;2;False;True;2024-08-06;Outro Estado;True
981;22;2035,29;Psicologia;Integral;1;False;False;2024-09-20;Mesma Cidade;True
982;26;980,78;Direito;Noturno;3;True;False;2024-01-20;Outro Estado;False
983;24;1730,21;Direito;Vespertino;3;False;True;2024-04-30;Interior Estado;True
984;23;800,0;Ciência da Computação;Noturno;4;False;True;2024-05-16;Outro Estado;True
985;24;800,0;Outros;Matutino;4;True;True;2024-12-20;Outro Estado;True
986;25;833,26;Engenharia;Vespertino;2;True;False;2024-04-09;Outro Estado;True
987;17;3258,83;Engenharia;Integral;4;False;True;2024-03-11;Mesma Cidade;False
988;22;800,0;Ciência da Computação;Vespertino;4;False;False;2024-07-23;Outro Estado;True
989;25;968,55;Ciência da Computação;Noturno;3;True;True;2024-11-28;Mesma Cidade;True
990;17;2778,1;Outros;Integral;4;False;True;2024-07-05;Interior Estado;True
991;18;800,0;Direito;Integral;5;False;False;2024-07-07;Outro Estado;False
992;28;2586,24;Medicina;Noturno;2;False;False;2024-01-22;Mesma Cidade;False
993;22;1534,36;Engenharia;Integral;2;True;True;2024-09-06;Mesma Cidade;True
994;20;810,25;Administração;Vespertino;1;False;False;2024-04-30;Outro Estado;True
995;22;888,69;Direito;Noturno;3;True;False;2024-12-30;Interior Estado;True
996;23;809,67;Medicina;Noturno;3;True;True;2024-05-12;Interior Estado;True
997;24;800,0;Arquitetura;Matutino;3;False;False;2024-05-14;Outro Estado;True
998;27;1054,35;Administração;Vespertino;3;True;True;2024-05-04;Interior Estado;True
999;27;800,0;Medicina;Noturno;1;False;True;2024-09-21;Interior Estado;True
1000;19;1799,31;Medicina;Integral;1;False;True;2024-07-24;Outro Estado;True
1001;20;2334,57;Psicologia;Matutino;5;False;False;2024-12-04;Mesma Cidade;True
1002;20;2318,79;Administração;Matutino;2;False;True;2024-07-10;Interior Estado;True
1003;24;1298,27;Engenharia;Matutino;3;False;True;2024-04-06;Outro Estado;True
1004;24;949,18;Administração;Integral;1;False;True;2024-01-19;Outro Estado;False
1005;23;800,0;Direito;Matutino;5;False;True;2024-03-31;Mesma Cidade;True
1006;20;1215,01;Ciência da Computação;Vespertino;3;False;False;2024-01-05;Outro Estado;False
1007;27;1327,34;Medicina;Integral;2;False;False;2024-08-21;Mesma Cidade;True
1008;24;1633,8;Engenharia;Vespertino;1;True;False;2024-12-31;Outro Estado;True
1009;18;1368,88;Outros;Noturno;1;False;True;2024-11-06;Mesma Cidade;True
1010;17;2209,2;Outros;Matutino;2;False;True;2024-10-30;Mesma Cidade;True
1011;20;2019,72;Psicologia;Noturno;1;False;False;2024-01-03;Outro Estado;True
1012;18;2532,14;Outros;Integral;1;False;True;2024-10-17;Mesma Cidade;True
1013;25;800,0;Direito;Integral;5;False;False;2024-06-29;Outro Estado;True
1014;24;2444,16;Outros;Noturno;5;False;False;2024-09-16;Outro Estado;False
1015;21;1467,58;Direito;Vespertino;3;False;False;2024-12-01;Outro Estado;True
1016;21;960,71;Administração;Noturno;3;True;True;2024-07-30;Outro Estado;False
1017;25;1876,08;Ciência da Computação;Vespertino;5;False;False;2024-07-02;Interior Estado;True
1018;20;840,17;Direito;Vespertino;2;False;True;2024-04-22;Mesma Cidade;True
1019;24;2001,88;Psicologia;Vespertino;1;False;True;2024-09-28;Interior Estado;False
1020;21;3254,06;Engenharia;Integral;3;True;False;2024-06-30;Interior Estado;True
1021;29;1226,27;Administração;Integral;1;False;True;2024-06-16;Mesma Cidade;False
1022;24;2691,99;Administração;Vespertino;4;False;False;2024-05-11;Interior Estado;False
1023;25;800,0;Ciência da Computação;Matutino;4;False;False;2024-07-05;Interior Estado;True
1024;25;2022,44;Direito;Integral;1;True;False;2024-02-12;Interior Estado;True
1025;18;2790,53;Direito;Noturno;3;False;False;2024-07-02;Mesma Cidade;False
1026;19;1499,74;Direito;Vespertino;1;True;True;2024-11-05;Mesma Cidade;False
1027;18;1469,48;Ciência da Computação;Integral;3;False;True;2024-01-20;Interior Estado;True
1028;23;800,0;Outros;Noturno;1;False;False;2024-03-09;Mesma Cidade;True
1029;17;1860,6;Medicina;Noturno;3;False;True;2024-10-26;Interior Estado;True
1030;21;1329,2;Ciência da Computação;Integral;5;False;True;2024-05-31;Mesma Cidade;True
1031;27;2171,17;Outros;Matutino;4;False;True;2024-06-24;Interior Estado;True
1032;28;1976,18;Administração;Vespertino;5;True;True;2024-08-15;Interior Estado;True
1033;23;1565,79;Administração;Noturno;1;False;True;2024-03-26;Interior Estado;True
1034;21;1259,85;Engenharia;Noturno;2;False;False;2024-08-24;Outro Estado;True
1035;24;3063,76;Psicologia;Vespertino;5;False;True;2024-05-30;Interior Estado;True
1036;17;2251,78;Medicina;Integral;3;True;True;2024-02-12;Outro Estado;False
1037;19;3921,31;Ciência da Computação;Matutino;2;False;True;2024-10-09;Outro Estado;True
1038;23;1230,5;Direito;Vespertino;5;False;True;2024-08-16;Interior Estado;True
1039;20;2178,55;Engenharia;Matutino;3;False;False;2024-11-03;Interior Estado;True
1040;25;819,39;Arquitetura;Noturno;5;False;True;2024-09-20;Mesma Cidade;False
1041;28;3638,01;Direito;Vespertino;5;True;True;2024-10-21;Mesma Cidade;True
1042;28;980,27;Medicina;Matutino;1;True;False;2024-09-12;Mesma Cidade;True
1043;25;800,0;Engenharia;Noturno;1;False;False;2024-10-27;Outro Estado;True
1044;22;1087,65;Ciência da Computação;Integral;3;False;False;2024-03-30;Interior Estado;True
1045;20;1228,65;Engenharia;Noturno;3;False;True;2024-02-12;Outro Estado;True
1046;22;2241,26;Medicina;Noturno;5;False;True;2024-11-20;Outro Estado;True
1047;29;2824,65;Engenharia;Noturno;2;False;True;2024-01-10;Outro Estado;True
1048;21;1385,77;Outros;Vespertino;2;False;True;2024-11-03;Mesma Cidade;True
1049;20;800,0;Engenharia;Vespertino;5;True;True;2024-04-26;Mesma Cidade;False
1050;20;2553,15;Administração;Noturno;5;True;True;2024-10-21;Mesma Cidade;True
1051;26;1861,04;Outros;Vespertino;4;False;True;2024-10-14;Interior Estado;False
1052;17;1249,75;Outros;Noturno;3;False;True;2024-12-07;Interior Estado;True
1053;21;875,98;Psicologia;Vespertino;3;False;True;2024-03-13;Interior Estado;False
1054;21;1262,37;Ciência da Computação;Vespertino;5;False;True;2024-07-06;Interior Estado;True
1055;18;800,0;Administração;Integral;1;False;True;2024-07-05;Interior Estado;True
1056;27;2066,53;Direito;Vespertino;5;True;True;2024-10-28;Interior Estado;True
1057;18;1468,29;Direito;Integral;5;True;False;2024-05-11;Mesma Cidade;True
1058;20;1266,53;Medicina;Integral;1;False;True;2024-11-30;Mesma Cidade;True
1059;19;1176,32;Administração;Matutino;2;False;False;2024-08-05;Mesma Cidade;True
1060;28;1225,06;Administração;Noturno;2;False;True;2024-02-17;Interior Estado;True
1061;19;1936,08;Ciência da Computação;Matutino;4;False;True;2024-10-26;Mesma Cidade;True
1062;21;1075,05;Psicologia;Matutino;2;False;True;2024-05-19;Mesma Cidade;True
1063;19;800,0;Medicina;Matutino;3;False;True;2024-03-10;Outro Estado;True
1064;20;1536,88;Outros;Noturno;3;False;False;2024-10-20;Interior Estado;True
1065;24;1843,68;Arquitetura;Integral;1;False;True;2024-12-27;Mesma Cidade;True
1066;22;1799,89;Outros;Matutino;2;True;True;2024-05-24;Outro Estado;True
1067;19;2576,64;Administração;Vespertino;3;False;True;2024-09-22;Outro Estado;True
1068;28;1602,97;Administração;Noturno;1;False;False;2024-09-03;Interior Estado;True
1069;23;800,0;Administração;Vespertino;1;False;True;2024-09-17;Mesma Cidade;True
1070;24;1211,76;Direito;Matutino;5;True;True;2024-09-09;Mesma Cidade;False
1071;20;1304,64;Outros;Integral;2;True;True;2024-01-02;Outro Estado;False
1072;22;957,78;Direito;Noturno;1;False;True;2024-06-04;Outro Estado;True
1073;22;1777,47;Direito;Noturno;2;True;False;2024-08-23;Outro Estado;True
1074;23;2003,3;Engenharia;Vespertino;3;False;False;2024-05-12;Interior Estado;True
1075;25;800,0;Psicologia;Noturno;1;False;True;2024-01-02;Interior Estado;True
1076;27;800,0;Ciência da Computação;Noturno;5;True;False;2024-02-25;Outro Estado;True
1077;28;966,92;Arquitetura;Vespertino;2;True;True;2024-12-13;Mesma Cidade;False
1078;20;843,41;Psicologia;Noturno;1;False;True;2024-02-15;Interior Estado;True
1079;19;815,38;Engenharia;Vespertino;3;False;True;2024-12-30;Mesma Cidade;True
1080;29;800,0;Psicologia;Noturno;3;True;False;2024-03-27;Mesma Cidade;False
1081;26;1726,02;Direito;Matutino;3;False;True;2024-12-03;Interior Estado;True
1082;25;1658,91;Arquitetura;Vespertino;2;False;True;2024-12-25;Interior Estado;False
1083;21;800,0;Outros;Vespertino;2;False;False;2024-01-04;Outro Estado;True
1084;24;2406,89;Outros;Matutino;3;False;True;2024-05-03;Interior Estado;True
1085;26;936,29;Engenharia;Noturno;1;False;True;2024-10-14;Mesma Cidade;False
1086;29;2168,0;Administração;Noturno;2;False;False;2024-03-24;Mesma Cidade;True
1087;23;800,0;Psicologia;Noturno;2;False;True;2024-02-01;Mesma Cidade;False
1088;23;800,0;Administração;Integral;2;False;True;2024-12-05;Interior Estado;True
1089;18;1389,8;Direito;Noturno;1;True;False;2024-02-12;Interior Estado;False
1090;21;1609,66;Outros;Integral;4;False;True;2024-03-12;Interior Estado;True
1091;20;950,03;Outros;Integral;5;False;True;2024-03-18;Interior Estado;False
1092;23;800,0;Outros;Vespertino;1;False;False;2024-03-11;Outro Estado;True
1093;23;1367,92;Medicina;Noturno;2;True;True;2024-04-10;Outro Estado;False
1094;23;1450,23;Medicina;Matutino;3;True;False;2024-06-09;Mesma Cidade;True
1095;27;942,8;Direito;Noturno;2;False;True;2024-01-18;Outro Estado;True
1096;21;2922,81;Outros;Integral;2;False;False;2024-07-23;Interior Estado;True
1097;21;1786,49;Engenharia;Matutino;4;False;True;2024-11-05;Outro Estado;True
1098;21;800,0;Medicina;Noturno;1;False;True;2024-08-23;Interior Estado;False
1099;18;1353,04;Administração;Noturno;2;False;True;2024-03-26;Interior Estado;True
1100;22;2167,41;Ciência da Computação;Noturno;5;False;True;2024-06-18;Outro Estado;True
1101;17;1157,04;Engenharia;Integral;3;False;True;2024-11-12;Outro Estado;True
1102;20;894,01;Administração;Noturno;1;False;True;2024-09-07;Mesma Cidade;True
1103;21;1037,02;Administração;Noturno;3;False;False;2024-12-24;Mesma Cidade;True
1104;21;800,0;Outros;Vespertino;1;False;False;2024-12-16;Outro Estado;True
1105;19;1114,47;Direito;Matutino;4;True;False;2024-03-08;Outro Estado;True
1106;28;800,0;Administração;Matutino;1;True;True;2024-08-29;Outro Estado;False
1107;18;2521,76;Direito;Matutino;1;False;False;2024-04-05;Outro Estado;False
1108;22;1637,94;Engenharia;Noturno;2;False;True;2024-06-19;Interior Estado;True
1109;22;4000,0;Administração;Vespertino;2;False;True;2024-02-07;Interior Estado;True
1110;26;4000,0;Engenharia;Matutino;2;False;False;2024-05-26;Mesma Cidade;True
1111;24;1227,16;Ciência da Computação;Vespertino;3;False;False;2024-01-03;Outro Estado;True
1112;23;2741,86;Outros;Noturno;1;True;True;2024-12-05;Mesma Cidade;True
1113;27;800,0;Outros;Noturno;1;False;True;2024-12-22;Outro Estado;True
1114;21;1926,8;Outros;Vespertino;3;False;True;2024-09-09;Mesma Cidade;True
1115;29;800,0;Administração;Noturno;3;True;True;2024-07-17;Mesma Cidade;True
1116;18;950,86;Outros;Vespertino;2;True;True;2024-12-11;Mesma Cidade;True
1117;25;1188,72;Engenharia;Integral;1;False;False;2024-05-19;Outro Estado;False
1118;26;1749,79;Ciência da Computação;Noturno;5;False;False;2024-10-08;Mesma Cidade;True
1119;21;995,27;Engenharia;Matutino;4;False;True;2024-07-16;Mesma Cidade;True
1120;21;800,0;Arquitetura;Vespertino;1;False;False;2024-02-17;Mesma Cidade;False
1121;29;921,12;Psicologia;Noturno;1;False;True;2024-05-20;Interior Estado;False
1122;20;800,0;Engenharia;Noturno;1;False;False;2024-12-01;Outro Estado;True
1123;23;2297,95;Engenharia;Matutino;1;True;True;2024-05-08;Mesma Cidade;True
1124;23;800,0;Arquitetura;Vespertino;5;False;True;2024-03-15;Interior Estado;True
1125;25;2726,34;Outros;Integral;3;True;True;2024-04-15;Outro Estado;True
1126;18;1036,19;Direito;Matutino;3;False;True;2024-01-13;Interior Estado;True
1127;18;950,18;Psicologia;Matutino;3;True;False;2024-01-18;Interior Estado;True
1128;20;1637,69;Outros;Matutino;2;False;False;2024-12-01;Mesma Cidade;True
1129;21;1033,59;Ciência da Computação;Noturno;2;False;False;2024-06-06;Interior Estado;True
1130;23;1181,33;Psicologia;Noturno;1;False;True;2024-05-17;Interior Estado;True
1131;21;2581,47;Administração;Vespertino;5;True;True;2024-05-16;Interior Estado;True
1132;25;800,0;Arquitetura;Vespertino;3;False;True;2024-05-05;Mesma Cidade;False
1133;26;978,05;Medicina;Vespertino;5;False;True;2024-04-16;Interior Estado;True
1134;23;1517,9;Ciência da Computação;Integral;4;False;True;2024-04-02;Interior Estado;True
1135;20;1886,22;Engenharia;Matutino;3;False;False;2024-08-17;Interior Estado;True
1136;27;1080,78;Engenharia;Noturno;1;False;True;2024-05-26;Mesma Cidade;True
1137;27;1664,59;Ciência da Computação;Vespertino;4;False;True;2024-08-04;Outro Estado;True
1138;24;1097,91;Direito;Matutino;3;False;True;2024-06-06;Mesma Cidade;True
1139;22;872,24;Administração;Integral;5;False;False;2024-08-14;Mesma Cidade;True
1140;25;1649,37;Outros;Noturno;1;False;False;2024-12-04;Interior Estado;True
1141;21;800,0;Engenharia;Matutino;1;False;True;2024-01-19;Mesma Cidade;False
1142;17;800,0;Administração;Noturno;2;False;True;2024-01-15;Interior Estado;True
1143;20;1621,13;Direito;Matutino;1;True;True;2024-10-20;Mesma Cidade;True
1144;23;1091,8;Direito;Noturno;4;False;True;2024-09-03;Interior Estado;True
1145;20;1712,05;Ciência da Computação;Vespertino;3;False;True;2024-01-26;Mesma Cidade;True
1146;21;800,0;Outros;Matutino;4;False;True;2024-01-30;Interior Estado;True
1147;23;2208,76;Outros;Noturno;5;False;True;2024-01-30;Mesma Cidade;True
1148;20;813,81;Direito;Vespertino;5;False;False;2024-05-20;Mesma Cidade;True
1149;26;1777,72;Administração;Integral;1;False;False;2024-03-17;Outro Estado;True
1150;21;1875,16;Arquitetura;Matutino;1;False;True;2024-06-27;Interior Estado;True
1151;19;812,65;Administração;Noturno;1;False;True;2024-09-25;Mesma Cidade;True
1152;23;3708,47;Direito;Matutino;1;False;True;2024-05-08;Interior Estado;False
1153;24;1842,47;Administração;Noturno;1;True;False;2024-01-01;Mesma Cidade;False
1154;27;1680,35;Outros;Vespertino;1;False;True;2024-03-12;Interior Estado;True
1155;18;800,0;Ciência da Computação;Vespertino;3;False;False;2024-12-13;Interior Estado;True
1156;22;4000,0;Outros;Vespertino;2;False;False;2024-10-08;Interior Estado;True
1157;22;800,0;Outros;Vespertino;2;False;False;2024-01-06;Interior Estado;False
1158;22;1259,92;Engenharia;Matutino;2;False;True;2024-01-19;Interior Estado;True
1159;21;1900,15;Outros;Integral;1;True;True;2024-10-28;Outro Estado;True
1160;20;3155,72;Outros;Integral;2;False;True;2024-10-15;Interior Estado;True
1161;22;800,0;Ciência da Computação;Matutino;1;True;True;2024-12-02;Interior Estado;False
1162;17;1923,93;Administração;Noturno;1;False;True;2024-07-17;Outro Estado;True
1163;25;2745,86;Administração;Matutino;3;False;True;2024-03-15;Mesma Cidade;True
1164;28;1817,21;Direito;Integral;2;False;False;2024-07-01;Interior Estado;False
1165;27;1092,13;Engenharia;Noturno;1;False;False;2024-03-01;Mesma Cidade;True
1166;22;966,96;Ciência da Computação;Noturno;4;True;True;2024-07-06;Outro Estado;True
1167;21;1676,0;Medicina;Noturno;2;False;True;2024-02-18;Outro Estado;True
1168;21;2963,58;Direito;Noturno;1;True;False;2024-05-10;Outro Estado;True
1169;22;1528,14;Arquitetura;Noturno;2;False;False;2024-04-29;Mesma Cidade;True
1170;24;4000,0;Medicina;Matutino;4;False;True;2024-04-16;Mesma Cidade;True
1171;22;2024,28;Psicologia;Noturno;5;False;False;2024-05-19;Outro Estado;False
1172;28;2456,58;Arquitetura;Matutino;5;False;True;2024-03-23;Outro Estado;False
1173;24;1042,87;Direito;Vespertino;3;False;False;2024-04-25;Outro Estado;False
1174;25;864,64;Outros;Vespertino;3;False;True;2024-08-15;Mesma Cidade;False
1175;29;1039,06;Administração;Noturno;5;False;True;2024-10-15;Interior Estado;False
1176;20;853,45;Arquitetura;Vespertino;3;False;True;2024-03-24;Interior Estado;True
1177;25;4000,0;Outros;Integral;4;False;True;2024-11-05;Outro Estado;True
1178;23;2651,05;Direito;Vespertino;1;False;True;2024-07-21;Interior Estado;True
1179;23;2368,31;Outros;Matutino;5;False;True;2024-10-24;Interior Estado;True
1180;21;800,0;Engenharia;Integral;4;False;False;2024-07-17;Mesma Cidade;True
1181;21;4000,0;Ciência da Computação;Matutino;1;False;True;2024-06-24;Mesma Cidade;True
1182;25;1020,62;Engenharia;Noturno;1;True;True;2024-01-29;Interior Estado;True
